,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39
332,425,22,35,142,19,253,42,399,162,387,452,44,185,232,409,505,0,255,59,389,115,674,407,39,99,233,323,98,168,117,54,126,305,21,41,78,357,65,227,36
333,35,1010,745,0,867,786,823,674,890,656,253,989,505,399,42,746,19,492,255,387,703,59,44,1020,631,629,851,763,491,452,877,162,185,740,705,535,804,561,789,1055
334,35,42,674,44,387,357,253,0,505,656,399,452,448,19,59,39,162,255,407,726,18,87,157,629,491,185,37,535,655,54,499,703,1000,713,305,612,323,786,166,603
335,516,616,608,35,253,399,674,0,505,19,656,603,347,452,561,232,631,42,59,409,534,44,126,653,387,18,703,255,162,635,219,238,612,583,535,851,385,39,491,267
336,35,674,253,117,399,19,0,656,44,42,255,505,59,39,162,942,387,18,185,452,87,561,629,54,219,535,631,663,603,126,851,703,409,180,407,635,21,166,491,305
337,185,35,41,54,42,44,19,653,23,25,452,162,128,253,36,255,37,96,233,674,39,48,387,399,102,64,505,389,59,115,0,126,65,323,357,407,703,227,660,425
338,399,35,253,0,674,42,505,656,59,255,19,387,491,87,44,39,224,534,18,162,189,603,407,561,448,409,629,166,99,631,852,37,452,607,357,405,1077,185,715,635
339,44,35,42,387,39,19,357,505,253,452,0,656,37,18,674,162,87,407,59,185,255,491,399,54,166,535,323,612,629,270,409,128,603,653,686,631,305,80,115,48
340,112,35,98,19,44,42,387,185,12,117,253,54,168,128,255,87,183,238,64,39,124,452,505,18,535,22,232,162,233,323,174,78,0,204,389,305,66,59,126,674
341,399,35,385,253,600,674,0,505,656,42,59,255,19,387,491,44,87,18,39,409,534,603,561,162,407,629,448,224,189,631,452,357,166,607,852,305,37,99,635,653
342,35,674,253,399,875,19,42,656,0,255,59,44,608,505,39,387,162,18,185,87,452,561,629,54,603,166,126,535,491,409,37,99,1055,407,357,851,305,180,631,663
343,878,939,35,0,674,253,851,656,255,731,19,505,44,42,452,942,888,991,932,399,877,631,629,663,873,561,703,940,603,1010,804,387,1055,848,635,54,612,852,1021,880
344,185,35,96,183,841,783,42,253,19,44,399,452,467,54,41,674,162,0,59,505,653,128,387,255,39,407,37,23,25,394,87,126,219,36,323,233,656,357,389,703
345,318,19,230,310,44,38,190,130,48,384,499,359,59,447,169,222,223,527,383,327,387,399,287,282,495,535,219,354,185,442,18,39,345,147,674,394,429,481,42,452
346,510,35,505,253,399,491,452,162,535,19,674,407,232,44,561,255,235,409,98,389,306,387,612,494,534,593,39,541,603,656,323,414,517,499,527,583,15,54,227,42
347,182,35,253,399,39,674,44,180,656,162,18,535,117,185,59,255,54,505,19,219,190,0,42,126,387,534,631,211,305,87,718,271,216,147,189,183,132,452,168,1076
348,35,674,253,399,19,42,255,0,12,59,44,656,505,39,284,387,162,567,18,87,185,452,561,54,126,629,99,534,603,410,166,409,305,37,357,535,407,323,491,211
349,990,894,35,0,656,674,505,877,629,851,42,37,399,948,253,932,981,726,59,407,978,1010,593,18,867,895,452,19,991,703,1000,631,357,255,973,888,945,162,1117,1021
350,218,630,35,628,253,674,399,19,534,0,656,255,42,653,629,635,59,387,505,631,452,126,166,584,603,162,416,851,323,643,189,44,561,99,211,491,407,39,612,305
351,35,59,674,253,399,132,42,19,44,0,656,255,505,18,39,87,387,162,16,185,452,126,491,54,156,629,166,143,37,561,168,535,139,357,409,603,21,407,180,219
352,35,253,656,18,674,399,0,42,19,255,59,44,635,505,162,39,216,387,87,452,629,561,185,166,535,357,631,603,37,600,407,491,409,126,219,54,99,305,1055,703
353,251,225,240,35,253,19,18,44,59,387,399,42,452,0,39,505,674,87,126,357,162,211,238,190,535,389,219,255,16,232,409,629,235,323,656,185,407,431,491,166
354,128,102,35,42,185,41,253,162,44,25,54,115,19,452,653,387,157,37,408,18,36,674,407,323,255,0,96,126,243,23,233,48,59,39,399,65,357,232,66,87
355,448,519,35,87,399,656,505,253,39,629,452,0,42,44,59,19,674,491,387,255,409,18,534,162,416,561,472,535,262,686,305,323,357,653,168,107,603,529,593,339
356,852,35,0,674,399,253,255,656,841,19,877,851,42,59,1077,189,686,635,99,505,868,875,39,1076,18,603,305,864,534,1010,804,491,872,867,846,132,535,629,932,561
357,871,35,0,656,674,877,872,873,629,44,452,253,505,387,851,255,1077,535,305,59,491,42,399,703,631,19,715,726,867,804,785,852,323,940,534,162,827,869,1055,740
358,603,607,35,399,253,674,505,0,44,42,656,387,19,59,635,653,452,39,255,631,629,162,18,561,593,238,703,686,583,612,535,616,705,707,581,407,715,534,600,731
359,44,387,35,42,383,253,19,505,39,414,399,357,452,407,0,674,656,162,255,409,59,18,491,87,389,185,37,535,54,166,629,233,305,612,323,430,128,126,115,653
360,35,19,387,253,232,44,128,42,98,147,48,162,190,399,39,255,59,211,18,452,505,126,185,674,0,262,87,204,31,22,389,316,117,407,273,656,41,151,54,115
361,593,629,35,726,59,656,253,0,674,505,44,19,635,42,399,39,612,535,452,255,87,561,126,534,305,408,387,18,648,932,703,643,715,409,491,603,956,357,607,162
362,185,35,216,174,42,253,315,156,44,19,54,386,162,41,39,255,202,674,399,452,219,59,505,387,23,128,389,25,653,37,233,18,87,0,96,357,132,180,182,115
363,408,495,35,452,185,253,162,54,102,19,505,42,25,41,255,387,674,37,399,44,407,323,0,450,357,593,656,233,147,389,128,653,629,409,425,491,305,535,87,59
364,35,253,399,674,19,59,185,18,87,42,44,54,0,505,656,255,162,99,39,452,387,21,663,535,126,629,407,561,357,491,409,183,653,117,37,678,219,389,631,703
365,253,35,399,0,162,255,42,674,19,656,44,18,59,833,505,39,166,387,87,561,323,452,409,189,190,99,126,219,407,629,603,491,535,232,631,305,235,185,271,270
366,656,35,0,674,629,505,253,399,59,44,42,452,18,39,255,804,1055,87,703,387,491,561,535,686,448,932,357,635,851,655,631,19,603,1077,416,407,740,162,593,692
367,59,37,35,0,1010,42,253,44,1096,656,399,674,505,163,18,1103,255,452,19,87,162,491,988,357,387,629,39,185,1055,54,126,407,1077,726,535,1020,932,1059,323,189
368,35,674,37,253,399,42,19,44,32,255,0,656,59,39,505,18,387,185,162,87,452,54,357,166,126,629,99,561,407,535,132,491,305,180,323,409,41,603,23,631
369,610,639,35,674,629,505,656,253,44,631,635,653,603,0,19,42,593,59,399,607,646,18,648,87,612,535,655,726,452,737,387,616,785,703,665,707,255,605,643,491
370,253,35,48,65,157,705,42,162,19,399,44,0,255,674,18,39,505,185,656,59,452,387,561,115,389,323,409,87,166,407,37,128,41,305,54,102,126,117,36,357
371,48,35,42,253,185,44,127,19,162,65,39,115,452,98,255,102,18,60,87,41,491,125,54,0,96,157,505,323,166,409,305,357,147,407,561,59,387,36,399,425
372,802,35,0,674,253,656,505,19,162,804,581,39,629,255,834,452,387,99,42,44,871,535,705,126,827,851,826,491,271,284,703,769,799,785,357,731,877,305,853,561
373,1091,1081,1055,1058,0,35,44,1073,656,1077,19,991,674,505,1051,1098,42,1047,1119,1118,1010,253,851,1096,1093,873,942,973,491,1112,126,59,1080,1069,1117,185,561,1088,1103,1138
374,253,35,233,162,399,0,286,674,19,42,255,44,683,173,891,505,656,59,185,387,227,452,899,39,18,389,561,219,409,41,166,653,87,36,407,232,126,54,323,180
375,683,35,674,653,185,703,660,253,227,656,851,707,0,666,505,670,634,678,663,42,745,452,399,561,603,612,19,676,44,665,162,125,59,685,180,668,682,643,737,41
376,253,35,399,162,0,255,42,19,674,656,18,59,44,505,39,166,387,561,409,87,219,323,126,452,189,99,190,271,232,235,603,185,117,180,305,631,270,407,629,37
377,35,399,674,19,44,656,255,253,39,42,0,505,59,491,452,407,387,37,126,162,87,18,323,389,357,185,416,535,629,54,561,409,305,166,703,339,219,183,603,631
378,255,505,35,37,253,399,674,0,44,42,648,656,778,616,452,19,59,387,786,39,18,162,605,600,535,407,357,629,87,185,491,611,603,99,54,561,631,653,703,323
379,656,35,616,0,990,674,505,253,629,399,42,44,59,452,39,255,784,703,18,387,491,631,603,87,1055,535,561,804,19,1027,851,877,407,932,162,357,635,686,448,653
380,42,35,21,44,14,253,19,18,59,75,357,39,0,185,399,87,505,117,162,387,255,656,54,452,37,126,77,674,219,102,48,407,270,166,41,491,128,96,115,535
381,235,163,35,253,162,42,19,44,399,535,255,39,232,166,185,505,387,452,0,190,23,219,115,407,54,674,180,189,409,271,126,59,238,41,171,631,168,99,48,96
382,233,35,238,216,224,253,230,399,173,162,42,44,19,39,185,227,387,93,236,674,255,0,59,656,505,389,323,18,452,219,87,126,232,41,54,357,235,407,409,535
383,757,35,0,703,44,253,19,748,674,740,705,718,452,514,656,719,713,561,707,663,827,745,407,616,737,162,751,425,190,758,631,97,505,772,660,409,750,778,399,78
384,13,0,841,1051,35,914,1096,946,896,674,656,253,399,1037,1055,42,851,19,505,1077,59,631,561,44,852,1153,1010,491,452,255,603,956,1021,629,932,1117,878,535,948,1038
385,656,42,35,0,305,44,253,1117,505,674,399,59,452,1171,357,18,387,39,629,255,19,162,1103,491,1181,87,37,535,407,1055,185,703,54,166,270,1077,561,323,686,631
386,35,674,253,804,399,656,875,0,19,42,44,59,255,505,387,39,162,18,87,452,185,629,561,535,166,54,603,1055,357,877,126,491,305,407,851,409,37,99,703,219
387,35,42,44,674,253,399,19,0,39,612,505,387,255,162,656,59,452,18,357,185,87,37,66,407,54,321,491,166,323,243,535,151,270,128,653,629,305,126,41,48
388,535,678,35,505,674,672,656,42,19,452,87,253,44,39,357,0,407,255,59,387,491,399,629,703,1117,561,653,162,631,409,686,54,18,323,168,676,685,612,593,718
389,232,758,35,253,0,42,399,19,748,44,656,674,452,59,255,238,389,171,387,204,505,162,407,703,39,535,62,98,97,616,631,305,87,128,629,235,147,166,219,323
390,397,35,398,253,399,349,162,255,131,388,452,456,37,541,698,204,235,168,593,674,387,491,794,126,536,932,16,386,505,682,185,510,0,42,434,87,410,534,494,392
391,35,674,561,535,253,631,399,0,656,42,505,19,44,255,59,39,678,452,1117,387,162,13,87,18,629,185,491,357,409,407,703,603,54,653,851,635,731,1055,37,126
392,166,122,35,253,42,44,162,399,18,387,59,255,39,185,0,674,270,19,305,656,505,357,168,37,452,99,491,321,323,87,535,102,407,80,48,41,128,25,62,27
393,251,35,253,19,44,505,42,387,18,399,59,357,190,39,674,211,409,452,389,305,87,162,629,535,235,0,656,129,383,147,270,262,180,166,132,238,230,128,491,185
394,35,399,19,674,253,42,0,44,255,505,59,656,39,387,162,18,185,87,452,405,871,126,407,561,208,409,54,535,629,491,166,357,603,219,37,534,323,389,99,631
395,35,59,39,253,674,42,44,19,117,399,389,115,168,162,147,255,505,656,87,0,18,387,97,185,452,80,126,54,219,122,357,491,22,170,407,166,409,37,535,629
396,180,96,35,253,42,185,19,162,116,190,44,54,59,271,117,255,235,0,452,674,18,219,39,399,505,21,407,125,233,87,232,102,126,128,409,37,115,323,227,182
397,35,674,253,399,663,19,656,0,44,505,42,227,255,59,162,39,185,452,387,316,480,87,629,54,18,561,683,233,851,703,653,180,407,535,603,631,409,635,357,491
398,253,162,35,183,399,42,19,255,674,0,44,755,59,656,505,39,18,452,387,581,585,561,166,185,87,115,126,219,409,54,99,407,117,271,180,37,491,629,305,357
399,36,35,185,253,41,64,44,162,19,42,128,233,54,115,25,65,227,39,62,387,255,157,96,452,102,98,323,48,125,60,344,66,389,232,425,286,357,505,173,399
400,35,19,59,39,87,674,253,399,629,0,42,656,44,505,852,1077,255,726,932,18,387,452,162,126,535,561,185,593,491,448,357,407,224,54,37,409,635,603,305,1055
401,39,35,183,31,44,87,19,196,42,253,505,100,59,674,24,145,162,399,656,452,18,387,255,126,160,535,448,0,185,407,219,117,629,262,68,54,115,168,491,357
402,851,35,674,0,656,255,253,505,399,19,873,731,703,848,663,452,653,42,561,827,162,877,826,852,39,44,780,841,1021,629,1077,631,18,705,185,991,804,635,1000,932
403,1078,0,35,1077,1076,956,1055,755,1157,1069,253,1010,718,44,932,867,900,1171,610,54,877,233,570,1134,42,1113,505,758,409,1075,1096,1094,946,132,629,888,126,1073,399,853
404,59,452,35,535,603,703,505,656,674,42,253,44,875,0,399,19,407,608,87,491,18,39,387,255,357,629,162,561,185,653,156,409,631,612,493,635,54,448,686,593
405,168,606,35,600,253,505,399,387,674,42,44,656,162,0,255,452,18,59,653,19,39,407,603,631,629,612,54,87,635,535,185,607,389,491,357,323,126,305,409,676
406,35,253,0,42,399,44,656,674,162,452,387,505,19,561,491,59,357,255,407,39,54,18,534,305,323,631,87,185,99,629,37,535,168,513,653,581,166,409,703,102
407,561,35,823,253,0,674,656,409,800,399,19,42,162,505,59,452,705,219,255,491,684,603,535,629,553,703,44,631,87,932,357,804,39,583,117,851,593,387,740,18
408,253,35,1117,0,399,162,42,674,255,656,19,1121,44,505,18,59,39,387,452,561,87,166,1077,535,1163,1055,631,126,409,491,629,99,323,357,37,305,219,851,185,603
409,255,99,35,253,125,531,399,388,42,19,162,0,674,505,44,18,656,387,59,39,535,185,87,536,491,452,357,219,168,629,323,389,561,233,166,305,37,117,48,534
410,553,35,19,561,701,674,656,498,505,399,629,452,44,59,535,126,162,703,0,42,707,830,253,853,552,387,185,409,751,37,653,39,407,705,593,778,491,559,648,499
411,59,452,35,407,603,42,44,505,253,399,19,674,607,469,656,0,66,357,18,387,491,87,162,39,255,475,629,535,185,653,305,54,126,323,76,37,561,635,612,409
412,35,399,674,253,42,19,0,656,255,505,59,44,39,387,162,87,18,185,452,491,561,166,629,603,54,99,37,407,409,357,126,534,535,448,631,305,219,852,323,168
413,865,35,869,880,18,0,416,656,505,253,888,740,452,87,535,674,59,878,255,603,387,561,389,719,612,875,42,873,895,686,44,703,629,786,655,401,847,635,610,944
414,35,0,674,253,399,42,656,631,44,505,19,851,255,37,59,1055,99,162,452,387,39,18,147,270,629,561,87,185,491,703,535,357,97,407,826,126,54,409,323,603
415,35,674,253,132,399,19,42,44,59,255,0,39,656,505,18,16,387,14,87,185,162,452,126,54,561,21,37,166,168,629,491,99,357,117,409,535,603,219,180,305
416,301,35,0,253,656,399,19,59,674,255,491,932,686,726,416,264,629,469,44,407,505,755,42,593,389,189,18,452,99,166,387,434,357,37,635,168,80,561,87,339
417,213,162,35,253,115,452,42,399,357,102,532,255,513,581,44,19,117,612,491,18,48,0,436,387,233,59,88,128,129,216,407,219,39,65,272,389,561,656,54,99
418,253,35,399,162,0,255,42,19,674,656,18,59,44,39,505,166,387,99,561,87,219,409,323,189,126,271,181,190,452,185,232,235,117,270,180,629,603,305,389,631
419,612,32,35,42,44,452,674,253,0,399,656,653,505,39,87,19,162,387,407,18,255,629,357,132,535,54,59,703,491,593,323,23,41,409,37,180,270,581,126,117
420,783,35,708,0,42,505,674,253,731,785,399,703,656,786,39,44,796,705,692,663,718,748,629,827,772,851,59,603,631,782,18,87,452,635,678,357,407,776,535,778
421,35,674,253,399,19,42,255,656,44,0,59,505,39,387,162,185,18,87,452,54,561,166,126,629,99,37,535,603,357,409,491,180,407,305,323,663,219,1055,168,631
422,674,35,877,416,0,871,656,253,399,752,505,59,44,629,42,452,19,255,703,387,851,631,881,407,561,18,162,804,663,635,39,87,1055,535,852,731,603,653,491,726
423,35,674,253,399,19,42,0,255,656,44,59,505,795,39,387,162,185,18,87,794,452,54,629,561,603,37,407,126,535,166,357,99,731,851,409,491,663,305,635,653
424,185,35,41,42,54,19,44,653,23,25,162,452,128,253,36,255,37,233,674,387,96,39,48,399,308,505,102,59,64,0,389,115,65,126,407,357,323,703,408,227
425,629,726,35,593,656,674,59,0,253,505,44,42,399,39,932,635,87,452,19,387,255,448,703,877,653,705,603,561,948,491,804,534,663,18,1077,612,37,535,686,740
426,182,1076,35,399,656,0,253,674,39,44,18,59,42,255,505,1077,535,162,1055,852,534,180,54,631,452,185,19,387,305,87,117,718,126,357,190,219,603,1010,211,271
427,771,0,35,674,185,253,399,603,778,255,841,802,673,804,561,505,827,629,162,731,232,180,852,611,635,514,443,672,166,1055,132,914,867,745,851,227,799,811,853,663
428,42,35,407,44,188,253,452,204,357,505,0,399,19,387,39,59,18,255,162,656,674,315,37,185,87,54,491,535,270,743,166,323,238,305,612,232,128,126,48,389
429,629,851,35,685,871,656,674,0,654,978,593,505,253,42,59,452,44,653,255,19,682,399,726,877,703,54,635,892,39,162,561,185,663,535,387,612,87,631,731,603
430,1055,98,35,0,656,505,253,44,674,42,19,59,399,18,1077,255,387,39,78,491,1058,48,87,126,1051,185,232,452,535,97,323,162,603,1117,561,112,629,357,1118,62
431,44,35,612,42,873,674,253,387,0,610,398,452,505,656,19,39,780,944,162,357,891,255,399,697,87,59,407,18,629,535,703,491,653,185,851,631,37,54,323,409
432,5,0,35,674,1077,1138,59,42,255,1169,1117,1096,1181,786,656,1075,10,452,505,13,1055,399,561,1122,945,1021,703,827,1171,44,990,1074,991,305,740,877,1157,491,983,1121
433,0,399,35,185,162,253,674,42,656,44,505,19,942,452,59,940,255,871,785,387,981,1021,39,653,491,851,18,631,54,629,703,944,407,87,357,561,1055,37,1077,877
434,41,98,35,185,108,19,42,253,73,44,128,18,36,54,39,78,653,55,255,59,126,102,97,387,162,87,399,452,65,389,48,505,115,112,25,22,64,674,357,60
435,233,227,35,253,185,162,452,286,44,41,19,54,387,39,219,389,36,316,399,255,0,674,222,59,409,561,42,232,407,271,128,425,208,581,653,656,505,96,102,344
436,323,35,253,44,42,0,452,505,19,387,255,653,674,185,407,399,305,357,66,157,162,54,270,491,37,25,39,535,513,612,408,238,631,87,128,232,126,389,96,166
437,461,35,674,399,59,472,656,19,830,629,408,0,434,416,491,505,42,389,129,531,44,452,877,387,534,262,692,603,62,54,233,895,516,255,282,68,190,273,253,39
438,128,115,102,35,162,42,253,185,41,44,54,19,25,452,387,37,157,36,653,18,39,48,407,96,255,59,126,399,117,389,357,674,243,23,408,66,233,65,323,0
439,1112,1129,35,0,253,1055,674,656,1077,1118,13,255,42,1103,1073,991,19,1075,705,1117,1096,1138,1134,561,1098,219,872,185,399,1051,1091,946,44,1021,827,162,1000,505,1111,1121
440,726,629,35,855,932,593,0,59,656,253,674,505,19,42,44,399,705,948,39,703,635,37,877,755,851,452,875,87,1077,469,731,387,491,804,603,305,718,900,826,895
441,44,35,383,42,387,39,19,505,253,357,452,162,674,656,0,87,18,59,37,407,255,409,399,185,491,54,535,389,166,117,629,323,115,612,128,126,219,270,653,48
442,860,35,216,674,851,629,491,823,948,888,0,42,873,44,872,887,895,903,452,877,170,847,889,162,867,59,884,868,561,678,663,826,631,39,940,945,966,991,919,880
443,253,35,653,126,703,19,612,42,674,593,399,0,162,44,505,452,656,255,701,629,59,185,408,39,387,498,321,654,407,18,357,54,535,561,323,532,491,87,389,41
444,452,407,357,35,42,44,505,19,274,253,387,475,59,162,399,0,674,656,491,535,39,87,255,305,18,185,54,270,653,612,323,389,409,513,37,561,126,629,166,128
445,1091,6,0,35,656,1055,42,19,991,44,674,253,1077,1119,505,1081,59,1117,185,1088,1093,1073,631,1169,1074,1098,1096,1047,635,873,878,956,1138,703,1103,54,1134,1118,1123,1085
446,316,233,35,162,389,452,646,19,253,323,305,44,185,344,54,232,41,36,65,387,227,399,286,219,407,235,180,425,357,18,42,48,147,39,115,168,271,125,173,59
447,35,253,399,162,452,39,42,44,19,674,505,407,0,653,656,629,255,387,59,185,612,232,168,581,87,18,357,535,425,731,65,514,561,157,491,54,389,409,703,227
448,278,35,253,255,62,0,95,399,387,656,246,18,42,162,534,561,251,37,804,129,462,1077,99,39,1055,491,409,1059,188,505,849,59,235,718,132,211,190,19,514,671
449,399,42,35,852,253,0,224,44,674,505,656,59,255,19,18,39,387,357,162,491,87,37,452,166,185,407,189,534,629,270,603,99,535,54,305,561,126,448,323,409
450,35,162,255,253,54,37,42,44,19,185,115,189,102,23,399,180,147,62,59,182,36,39,18,387,0,674,25,216,452,41,128,505,125,64,87,183,656,126,357,233
451,876,0,561,674,887,35,19,989,875,940,872,851,991,823,180,656,889,745,956,891,946,880,842,951,253,847,977,878,162,963,867,888,705,718,858,678,690,827,881,795
452,75,35,64,19,96,36,41,185,253,98,115,78,152,82,128,62,44,102,60,54,95,157,18,97,674,162,204,42,65,233,39,581,387,126,255,583,23,174,188,21
453,607,35,399,253,674,817,0,505,19,631,603,162,635,255,629,387,656,42,653,612,593,39,600,452,804,851,514,686,44,703,59,513,663,407,740,581,705,852,599,785
454,235,62,35,731,97,171,253,19,399,42,327,0,674,162,232,44,255,505,387,452,39,185,59,246,656,140,535,37,128,87,305,126,41,631,166,147,98,653,18,23
455,271,718,827,35,253,0,674,505,162,19,656,44,399,255,42,810,39,631,452,851,629,561,387,409,59,535,180,703,873,219,54,804,705,357,715,185,425,491,407,653
456,162,189,35,253,264,42,44,399,19,493,0,452,37,581,255,674,496,18,505,387,59,185,656,39,115,357,54,166,491,409,407,305,102,534,99,168,514,126,87,561
457,948,945,951,35,0,1016,674,936,253,505,59,44,42,656,956,940,932,1010,19,399,965,942,726,895,703,387,452,1021,957,629,877,946,851,978,1098,612,990,535,1051,37
458,44,505,35,1055,42,0,656,80,674,387,253,452,39,59,19,399,357,18,87,255,491,407,162,535,185,37,54,629,686,603,323,612,166,1077,653,631,270,305,703,561
459,42,35,387,409,44,253,147,19,65,162,399,505,59,39,18,316,0,127,452,185,357,133,389,255,87,674,68,131,656,12,54,48,407,219,115,117,344,126,41,491
460,253,35,745,0,162,674,399,255,42,769,19,656,890,44,59,505,18,39,387,452,561,166,185,323,703,705,126,631,409,629,851,535,87,219,918,190,407,389,48,99
461,108,119,35,18,59,19,534,39,44,126,656,87,42,240,561,253,14,0,409,142,51,255,78,100,45,138,65,98,156,230,12,608,162,21,505,399,357,629,23,166
462,253,35,0,44,505,39,452,42,87,674,656,399,19,162,59,631,389,387,703,255,407,18,357,41,185,535,409,705,491,629,561,102,653,54,305,323,126,37,612,383
463,35,674,253,399,19,42,255,656,44,0,59,505,39,387,162,185,18,87,452,54,561,166,126,629,99,37,535,603,357,409,491,180,407,305,323,663,219,1055,168,631
464,35,42,357,674,253,44,399,270,0,19,505,59,255,656,387,452,39,18,162,321,185,87,166,407,54,37,491,535,323,305,561,126,629,612,99,409,389,603,653,41
465,99,97,35,85,253,671,255,399,42,162,19,0,44,674,59,147,18,39,656,232,505,387,629,491,87,126,37,21,452,98,305,235,128,185,535,117,171,62,219,389
466,35,674,253,399,448,656,0,19,42,505,44,255,59,39,87,387,162,452,18,185,629,561,54,603,535,663,491,631,409,357,407,166,703,126,635,851,99,37,534,305
467,54,686,35,42,44,185,505,674,19,253,452,656,162,0,357,59,87,407,255,387,41,37,653,399,535,18,491,685,23,39,629,102,128,25,654,305,270,603,612,703
468,35,253,674,0,399,42,19,1055,656,1077,44,255,190,505,59,162,663,39,185,96,387,18,873,36,452,87,871,27,629,561,166,54,491,535,851,357,407,126,703,631
469,534,41,35,457,347,253,185,42,19,399,44,0,520,674,505,452,387,653,255,491,39,54,656,407,357,162,128,59,323,18,87,102,389,535,629,603,23,305,37,616
470,758,462,35,258,0,253,399,674,452,19,656,255,387,59,42,629,44,39,631,505,703,705,18,516,804,748,87,635,535,561,162,305,701,1162,219,168,126,726,407,740
471,103,132,35,320,39,32,399,19,23,21,87,0,18,452,129,59,271,168,42,162,674,69,117,387,22,126,315,151,211,16,216,62,653,180,85,40,44,115,401,255
472,13,0,35,631,253,399,656,674,42,1077,1055,561,1169,39,1117,1171,851,59,1051,19,491,932,1098,255,357,452,505,827,943,535,1138,409,37,940,87,686,1118,991,1168,629
473,0,656,35,852,674,399,253,42,1096,505,1076,59,1118,44,973,255,1077,629,1055,18,452,804,19,851,387,39,877,491,1117,561,1010,703,357,87,534,932,535,631,603,1098
474,35,674,253,399,635,0,19,656,42,255,44,59,948,505,39,978,387,452,18,162,629,185,87,834,952,561,54,851,731,603,535,988,407,37,166,305,1055,631,126,703
475,917,35,674,0,189,253,255,946,731,919,951,988,147,42,944,907,634,868,961,939,605,864,625,875,21,823,99,399,800,952,1130,1010,534,383,232,948,128,198,59,804
476,163,35,162,253,42,255,115,23,166,535,235,399,99,168,126,157,19,0,189,44,185,232,270,271,128,505,323,39,59,18,180,171,48,452,513,36,514,491,674,612
477,191,974,35,0,87,42,44,253,37,69,18,190,19,162,674,38,182,1019,981,219,710,656,39,168,12,877,1047,943,305,230,59,1098,202,945,447,286,103,255,233,631
478,35,0,42,656,505,253,185,44,18,674,399,452,19,653,59,491,407,162,703,387,255,39,166,389,357,233,54,629,168,87,48,271,535,804,877,235,513,37,23,561
479,422,430,35,110,427,399,253,0,162,171,674,387,452,425,42,407,39,44,18,132,491,255,99,115,19,87,656,232,59,389,505,357,511,409,219,271,305,189,513,126
480,19,255,35,387,425,253,44,42,399,505,162,0,674,39,452,185,59,126,18,407,656,357,535,87,99,409,54,389,491,323,219,629,561,305,233,41,117,166,37,232
481,35,674,253,399,19,42,255,656,0,44,59,505,39,387,748,162,185,18,87,452,561,54,629,166,126,535,603,99,409,357,37,232,491,731,407,631,663,653,703,219
482,399,35,629,703,877,0,674,656,253,692,59,895,505,42,867,880,44,255,19,387,452,39,593,491,87,18,726,535,635,631,407,603,561,851,162,653,804,715,534,731
483,19,219,35,516,253,1051,0,1075,674,872,42,399,44,126,255,39,1112,656,505,162,59,561,452,387,18,185,409,117,407,535,491,87,357,54,21,1055,190,629,631,233
484,719,881,863,35,674,656,0,631,452,505,253,44,877,718,703,740,851,767,39,686,887,827,878,629,888,804,726,871,737,705,872,873,19,593,59,713,692,880,1055,126
485,851,273,35,674,253,656,0,601,505,255,452,19,44,399,162,42,561,59,39,631,60,703,629,409,65,535,18,653,389,731,87,873,387,877,41,448,827,663,491,646
486,35,505,674,253,399,42,656,19,44,0,255,59,39,785,452,387,87,162,18,185,535,491,407,629,561,54,357,603,1055,409,166,126,305,663,703,37,631,851,653,731
487,44,233,35,663,42,387,674,39,253,505,19,452,185,0,162,656,357,399,59,255,87,407,18,54,227,491,37,653,771,629,166,409,535,323,612,271,41,603,561,389
488,1020,0,59,387,35,1010,674,656,1077,42,162,255,948,514,1007,1047,305,505,745,612,1055,991,452,867,1117,581,705,834,1096,851,940,253,988,799,1051,270,1103,990,1118,1026
489,631,851,35,13,472,0,674,656,480,253,767,505,311,399,44,19,452,59,42,39,255,561,535,629,703,663,18,87,387,162,409,719,740,491,653,731,984,635,407,1077
490,877,35,685,125,500,170,0,253,42,1093,656,674,59,162,19,44,389,452,54,653,18,629,399,561,505,703,387,185,255,357,535,407,48,323,219,87,409,885,232,39
491,35,399,674,19,253,42,166,44,0,656,505,255,59,39,387,416,162,62,18,452,87,185,126,561,431,407,629,535,499,491,357,171,398,54,409,389,232,305,631,603
492,919,35,674,0,399,851,945,942,948,907,255,940,877,612,932,491,740,253,914,703,852,505,18,629,37,834,42,956,452,1007,847,603,871,535,705,983,946,726,607,785
493,35,42,185,37,253,44,0,128,674,19,102,162,452,59,656,399,505,23,54,25,387,180,39,18,705,255,357,407,653,408,87,41,183,685,956,339,629,27,127,491
494,680,35,653,674,253,399,271,656,629,0,654,162,387,726,648,683,685,666,643,42,705,603,534,517,692,581,663,790,132,664,665,612,635,54,59,707,129,628,505,23
495,75,35,64,19,96,36,41,185,253,98,115,78,152,82,128,62,44,102,60,54,95,157,18,97,674,162,204,42,65,233,39,581,387,126,255,583,23,174,188,21
496,35,505,39,387,44,535,0,491,253,407,674,42,399,452,631,656,19,1055,59,255,731,162,87,715,357,18,157,629,648,450,216,188,339,185,703,940,37,561,54,409
497,656,561,35,513,0,500,674,253,946,505,399,629,42,452,44,59,884,409,19,162,255,491,18,535,219,357,39,703,87,387,851,407,631,1055,705,804,603,932,593,635
